Tue Apr 19 16:13:38 2022    profile_results

         751191 function calls (726689 primitive calls) in 10.073 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:538(_Constant)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:2249(device)
       94    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:562(dtype)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/tape.py:150(stop_recording)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4652(<lambda>)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:3619(__exit__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:232(_validate_parse_dates_presence)
       16    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:340(__hash__)
       18    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1744(pandas_dtype)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:432(_uniq)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:593(<listcomp>)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:159(__setitem__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:959(_component_specs)
       62    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:949(__init__)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/numeric.py:140(_ensure_array)
      188    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:3721(value_container)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:629(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/auto_control_deps.py:269(__enter__)
       11    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/random.py:94(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:126(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/structure.py:342(to_batched_tensor_list)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/roi.py:77(_open)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:382(__getitem__)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:148(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1798(convert_to_tensor_or_composite)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_ufunc_config.py:429(__enter__)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:863(scope)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:1024(_handle_deferred_dependencies)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/c_parser_wrapper.py:191(close)
       77    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:111(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:232(fill_value)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_methods.py:54(_any)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:950(take)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/convolutional.py:279(<listcomp>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:506(_maybe_promote_cached)
       46    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_decorator.py:107(_has_tf_decorator_attr)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/random.py:123(seed)
       15    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer_utils.py:869(has_weights)
       82    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:81(groups)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1956(__enter__)
       11    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:326(_connect_nodes)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:726(getmodule)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/base.py:41(shape)
       34    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/ast_util.py:29(__init__)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4341(get_all_collection_keys)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:216(__exit__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:96(_get_single_key)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/posixpath.py:372(abspath)
       22    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:1992(<lambda>)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1519(_is_dtype)
       23    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetPossibleGradientTypes}
       11    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1718(validate_all_hashable)
      215    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/enum.py:748(value)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:651(_Tuple)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:433(add_exit_node)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_cache.py:239(__del__)
       11    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:34(control_status_ctx)
       26    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_trace_type.py:38(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:514(_maybe_promote)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexers.py:439(check_array_indexer)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/numeric.py:289(full)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/nest.py:177(map_structure)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/numeric.py:1858(isscalar)
        9    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1931(check_ndim)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_ContextSyncExecutors}
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/threading.py:222(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexers.py:249(maybe_convert_indices)
       56    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/enum.py:631(__new__)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/object_identity.py:136(__getitem__)
      200    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:392(_values)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/nanops.py:257(_get_values)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tokenize.py:257(untokenize)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:909(_verify_integrity)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:422(is_period_dtype)
        2    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellBoolGauge1}
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:3639(_scope)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/numerictypes.py:358(issubdtype)
       16    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/os.py:748(encode)
       40    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:909(tokeneater)
       25    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       27    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/profiler/trace.py:50(__init__)
      193    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       49    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_trace_type.py:155(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/execute.py:192(make_shape)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:160(is_object_dtype)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:989(experimental_distribute_dataset)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1155(_compute_gpu_options)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:591(_code_to_timestamp_pyc)
       40    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/normalization/batch_normalization.py:570(_maybe_add_or_remove_bessels_correction)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/math_ops.py:936(cast)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/identifiers.py:283(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1821(internal_convert_to_tensor_or_composite)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:400(_add_jump_node)
        1    0.000    0.000    0.000    0.000 {pandas._libs.algos.take_2d_axis1_float64_float64}
       75    0.000    0.000    0.000    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsAttrs}
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1990(__exit__)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/cast.py:1960(construct_1d_object_array_from_listlike)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:193(visit_Expr)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:147(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py:75(__init__)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/logging/__init__.py:1685(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/training.py:3147(reduce_per_replica)
      210    0.000    0.000    0.000    0.000 {method 'span' of 're.Match' objects}
       44    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:546(ensure_initialized)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/missing.py:552(na_value_for_dtype)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/ops/array_ops.py:138(_na_arithmetic_op)
       43    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_list_like}
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:344(getmodule)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:1086(maybe_set_static_shape)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:837(_keyword)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1663(_is_scipy_sparse)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:152(__init__)
       43    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:366(_get_default_strategy)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:355(_escape)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:866(_clean_options)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:277(_check_not_tensor)
       61    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/iterator_ops.py:884(element_spec)
