Tue Apr 19 16:13:38 2022    profile_results

         751191 function calls (726689 primitive calls) in 10.073 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
       20    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_cache.py:236(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:7470(<listcomp>)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/flags.py:83(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:179(_data)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/variable_scope.py:1149(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function_trace_type.py:42(add_listener)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:103(remove)
        5    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
       34    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/fromnumeric.py:2362(_all_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringGetCellCounter1}
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:395(__setitem__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:492(exit_section)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:328(__init__)
        7    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:539(on_predict_end)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:105(_sanitize_params)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:3125(<listcomp>)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:1888(name)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/origin_info.py:165(__init__)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1656(dtype)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:458(is_interval_dtype)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/backend.py:6791(<lambda>)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:184(is_array_like)
       14    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1078(rewriter_toggle)
       11    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:806(__len__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/astunparse/unparser.py:88(_Expr)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/data_structures.py:94(wrap_or_unwrap)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:5265(element_spec)
       12    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:46(_pack_uint32)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:493(unwrap)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1672(_is_pandas_series)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:389(parent)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/converters/return_statements.py:219(__init__)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/platform/tf_logging.py:89(get_logger)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:1000(<listcomp>)
       30    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:1253(<genexpr>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/gen_dataset_ops.py:1005(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribute_lib.py:295(_require_cross_replica_or_default_context_extended)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/layers/merge.py:204(compute_mask)
       23    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:213(__enter__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:6594(add_to_collection)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:5211(element_spec)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/posixpath.py:117(splitext)
        1    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/options.py:245(_set_mutable)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/traceable_stack.py:31(set_filename_and_line_from_caller)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:665(_get_enclosing_finally_scopes)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/readers.py:855(_check_file_or_buffer)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1487(is_complex_dtype)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/keras_tensor.py:138(shape)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:1143(__init__)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:911(<genexpr>)
       10    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetIsStopped}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/base.py:45(_validate_set_axis)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:165(as_tuple)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/common.py:192(all_none)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:104(_path_isdir)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:3976(_as_graph_element_locked)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4317(__init__)
       11    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/object_identity.py:62(__hash__)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_util.py:278(<listcomp>)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/object_identity.py:215(__len__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1211(_validate_parse_dates_arg)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1949(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:110(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/function_wrappers.py:70(__enter__)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/def_function.py:1088(input_signature)
        4    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/object_identity.py:53(__eq__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/functional.py:603(_flatten_to_reference_inputs)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/inspect_utils.py:52(islambda)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:285(isbuiltin)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/ag_ctx.py:64(__init__)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/resource_variable_ops.py:582(shape)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:129(<listcomp>)
       10    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2517(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:791(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1557(_get_supported_file_loaders)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:657(<listcomp>)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1656(_get_tensor_types)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:1267(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:53(__init__)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:756(_reset_identity)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:98(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/cfg.py:649(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py:118(__init__)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:223(<genexpr>)
       16    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:258(_variant_tensor)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/function_wrappers.py:79(__exit__)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2973(flat_input_signature)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:547(_select_options)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/inference.py:98(is_file_like)
        1    0.000    0.000    0.000    0.000 {built-in method _locale.nl_langinfo}
       15    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/options.py:408(_set_mutable)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:116(ensure_python_int)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/impl/api.py:193(get_transformed_name)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:236(istraceback)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:2262(device)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/typing.py:771(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:631(can_handle)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/operators/variables.py:18(ld)
       20    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/ops/nn_ops.py:4858(<genexpr>)
        8    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/device.py:40(is_device_spec)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:64(<listcomp>)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:349(iget)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:246(isframe)
       10    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/common.py:1409(is_1d_only_ea_dtype)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:528(on_predict_begin)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/keras_tensor.py:318(dtype)
       10    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_definitions.py:47(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:899(__init__)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:194(_as_graph_element)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:457(__init__)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/tensor_spec.py:65(name)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_stack.py:139(get_filtered_filenames)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/base_layer.py:2793(_maybe_create_attribute)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:725(is_)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:484(__enter__)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/_collections_abc.py:271(__subclasshook__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:507(_construct_axes_from_arguments)
       10    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2523(<dictcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/dtypes.py:1201(is_dtype)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:224(_get_candidate_names)
       24    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2539(name)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_stack.py:59(__exit__)
       14    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/activity.py:222(__init__)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1985(<listcomp>)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/func_graph.py:1092(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_stack.py:95(__init__)
       36    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/util/options.py:84(<lambda>)
        7    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:260(iscode)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:90(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/options.py:444(_to_proto)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/range.py:945(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:878(_implements_predict_batch_hooks)
       28    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/multiarray.py:148(concatenate)
       24    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/tempfile.py:495(close)
        5    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:261(make_block_same_class)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:873(_implements_test_batch_hooks)
        5    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:2077(global_seed)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/logging/__init__.py:214(_acquireLock)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4634(_inputs)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/shape_base.py:218(_vhstack_dispatcher)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:172(__eq__)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:345(remove)
       24    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:1913(<lambda>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_inspect.py:399(ismethod)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4625(<listcomp>)
       21    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
       25    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       20    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/pyct/static_analysis/liveness.py:43(init_state)
       17    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/util/tf_decorator.py:255(decorated_target)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:2252(name)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/_config/config.py:606(_translate_key)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/structured_function.py:291(output_structure)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/urllib/parse.py:110(_coerce_args)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:238(<genexpr>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/sre_parse.py:861(_parse_flags)
       13    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/weakref.py:119(_commit_removals)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/indexes/base.py:4821(<genexpr>)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/structured_function.py:50(_should_pack)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:4237(add_to_collection)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:1995(extend_blocks)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:342(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:456(_check_name_wrapper)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/numpy/core/_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        5    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:539(_get_axis_number)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pyifcb-0.0.1-py3.8.egg/ifcb/data/files.py:186(isopen)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2568(arg_names)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/context.py:1366(_initialize_physical_devices)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1580(pack_x_y_sample_weight)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/ops.py:1992(<listcomp>)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/io/parsers/base_parser.py:1207(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/logging/__init__.py:223(_releaseLock)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/engine/data_adapter.py:1645(<genexpr>)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/training/tracking/base.py:848(_lookup_dependency)
        6    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/monitoring.py:157(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_MonitoringBoolGaugeCellSet}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/generic.py:559(_get_block_manager_axis)
        8    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:2536(fullargspec)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/_collections_abc.py:72(_check_methods)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        2    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/callbacks.py:226(<genexpr>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:61(_pop_per_thread_mode)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
       10    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       11    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/keras/utils/object_identity.py:32(__init__)
        2    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/dtypes/base.py:425(find)
        6    0.000    0.000    0.000    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_TapeSetRestartOnThread}
        7    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/data/ops/dataset_ops.py:4201(_inputs)
        4    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/managers.py:922(from_blocks)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/distribute/distribution_strategy_context.py:57(_push_per_thread_mode)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/inspect.py:2551(kind)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/autograph/core/converter.py:183(call_options)
       12    0.000    0.000    0.000    0.000 /u/pdaniel/anaconda3/lib/python3.8/site-packages/pandas/core/internals/blocks.py:238(mgr_locs)
        3    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/monitoring.py:316(__init__)
        4    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/eager/function.py:383(<listcomp>)
        1    0.000    0.000    0.000    0.000 /u/pdaniel/.local/lib/python3.8/site-packages/tensorflow/python/framework/traceable_stack.py:65(copy_metadata)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
